Timestamp,Violation Type,Person ID,Frame,Helmet Conf,Vest Conf
2025-10-06 11:24:32,no_helmet,0,0,0.0,0.0
2025-10-06 11:24:24,no_vest,0,0,0.0,0.0
2025-10-06 11:24:24,no_helmet,0,0,0.0,0.0
2025-10-06 11:24:16,no_vest,0,0,0.0,0.0
2025-10-06 11:24:16,no_helmet,0,0,0.0,0.0
2025-10-06 11:24:07,no_vest,0,0,0.0,0.0
2025-10-06 11:24:07,no_helmet,0,0,0.0,0.0
2025-10-06 11:23:59,no_vest,0,0,0.0,0.0
2025-10-06 11:23:59,no_helmet,0,0,0.0,0.0
2025-10-06 11:23:51,no_vest,0,0,0.0,0.0
2025-10-06 11:23:51,no_helmet,0,0,0.0,0.0
2025-10-06 11:23:43,no_vest,0,0,0.0,0.0
2025-10-06 11:23:43,no_helmet,0,0,0.0,0.0
2025-10-06 11:23:35,no_vest,0,0,0.0,0.0
2025-10-06 11:23:35,no_helmet,0,0,0.0,0.0
2025-10-06 11:23:27,no_vest,0,0,0.0,0.0
2025-10-06 11:23:27,no_helmet,0,0,0.0,0.0
2025-10-06 11:23:18,no_vest,0,0,0.0,0.0
2025-10-06 11:23:18,no_helmet,0,0,0.0,0.0
2025-10-06 11:23:10,no_vest,0,0,0.0,0.0
2025-10-06 11:23:10,no_helmet,0,0,0.0,0.0
2025-10-06 11:23:02,no_vest,0,0,0.0,0.0
2025-10-06 11:23:02,no_helmet,0,0,0.0,0.0
2025-10-06 11:22:54,no_vest,0,0,0.0,0.0
2025-10-06 11:22:54,no_helmet,0,0,0.0,0.0
2025-10-06 11:22:46,no_vest,0,0,0.0,0.0
2025-10-06 11:22:46,no_helmet,0,0,0.0,0.0
2025-10-06 11:22:38,no_vest,0,0,0.0,0.0
2025-10-06 11:22:38,no_helmet,0,0,0.0,0.0
2025-10-06 11:22:29,no_vest,0,0,0.0,0.0
2025-10-06 11:22:29,no_helmet,0,0,0.0,0.0
2025-10-06 11:22:21,no_vest,0,0,0.0,0.0
2025-10-06 11:22:21,no_helmet,0,0,0.0,0.0
2025-10-06 11:22:13,no_vest,0,0,0.0,0.0
2025-10-06 11:22:13,no_helmet,0,0,0.0,0.0
2025-10-06 11:22:05,no_vest,0,0,0.0,0.0
2025-10-06 11:22:05,no_helmet,0,0,0.0,0.0
2025-10-06 11:21:57,no_vest,0,0,0.0,0.0
2025-10-06 11:21:57,no_helmet,0,0,0.0,0.0
2025-10-06 11:21:56,no_vest,0,0,0.0,0.0
2025-10-06 11:21:56,no_helmet,0,0,0.0,0.0
2025-10-06 11:21:49,no_vest,0,0,0.0,0.0
2025-10-06 11:21:49,no_helmet,0,0,0.0,0.0
2025-10-06 11:21:47,no_vest,0,0,0.0,0.0
2025-10-06 11:21:47,no_helmet,0,0,0.0,0.0
2025-10-06 11:21:41,no_vest,0,0,0.0,0.0
2025-10-06 11:21:41,no_helmet,0,0,0.0,0.0
2025-10-06 11:21:41,no_vest,0,0,0.0,0.0
2025-10-06 11:21:41,no_helmet,0,0,0.0,0.0
2025-10-06 11:15:54,no_vest,0,0,0.0,0.0
2025-10-06 11:15:54,no_helmet,0,0,0.0,0.0
2025-10-06 11:15:53,no_vest,0,0,0.0,0.0
2025-10-06 11:15:53,no_helmet,0,0,0.0,0.0
2025-10-06 11:15:53,no_vest,0,0,0.0,0.0
2025-10-06 11:15:53,no_helmet,0,0,0.0,0.0
2025-10-06 11:15:45,no_vest,0,0,0.0,0.0
2025-10-06 11:15:45,no_helmet,0,0,0.0,0.0
2025-10-06 11:15:35,no_vest,0,0,0.0,0.0
2025-10-06 11:15:35,no_helmet,0,0,0.0,0.0
2025-10-06 11:15:27,no_vest,0,0,0.0,0.0
2025-10-06 11:15:27,no_helmet,0,0,0.0,0.0
2025-10-06 11:15:24,no_vest,0,0,0.0,0.0
2025-10-06 11:15:24,no_helmet,0,0,0.0,0.0
2025-10-06 11:15:19,no_vest,0,0,0.0,0.0
2025-10-06 11:15:19,no_helmet,0,0,0.0,0.0
2025-10-06 11:15:11,no_vest,0,0,0.0,0.0
2025-10-06 11:15:11,no_helmet,0,0,0.0,0.0
2025-10-06 11:15:03,no_vest,0,0,0.0,0.0
2025-10-06 11:14:55,no_vest,0,0,0.0,0.0
2025-10-06 11:14:55,no_helmet,0,0,0.0,0.0
2025-10-06 11:14:50,no_vest,0,0,0.0,0.0
2025-10-06 11:14:50,no_helmet,0,0,0.0,0.0
2025-10-06 11:14:49,no_vest,0,0,0.0,0.0
2025-10-06 11:14:49,no_helmet,0,0,0.0,0.0
2025-10-06 11:14:47,no_vest,0,0,0.0,0.0
2025-10-06 11:14:47,no_helmet,0,0,0.0,0.0
2025-10-06 11:14:39,no_vest,0,0,0.0,0.0
2025-10-06 11:14:39,no_helmet,0,0,0.0,0.0
2025-10-06 11:14:36,no_vest,0,0,0.0,0.0
2025-10-06 11:14:28,no_vest,0,0,0.0,0.0
2025-10-06 11:14:28,no_helmet,0,0,0.0,0.0
2025-10-06 11:14:27,no_vest,0,0,0.0,0.0
2025-10-06 11:14:27,no_helmet,0,0,0.0,0.0
2025-10-06 11:14:25,no_vest,0,0,0.0,0.0
2025-10-06 11:14:25,no_helmet,0,0,0.0,0.0
2025-10-06 11:14:20,no_vest,0,0,0.0,0.0
2025-10-06 11:14:20,no_helmet,0,0,0.0,0.0
2025-10-06 11:14:16,no_vest,0,0,0.0,0.0
2025-10-06 11:14:16,no_helmet,0,0,0.0,0.0
2025-10-06 11:14:11,no_vest,0,0,0.0,0.0
2025-10-06 11:14:08,no_vest,0,0,0.0,0.0
2025-10-06 11:14:08,no_helmet,0,0,0.0,0.0
2025-10-06 11:14:00,no_vest,0,0,0.0,0.0
2025-10-06 11:14:00,no_helmet,0,0,0.0,0.0
2025-10-06 11:13:52,no_vest,0,0,0.0,0.0
2025-10-06 11:13:52,no_helmet,0,0,0.0,0.0
2025-10-06 11:13:45,no_vest,0,0,0.0,0.0
2025-10-06 11:13:45,no_helmet,0,0,0.0,0.0
2025-10-06 11:13:37,no_vest,0,0,0.0,0.0
2025-10-06 11:13:37,no_helmet,0,0,0.0,0.0
2025-10-06 11:13:29,no_vest,0,0,0.0,0.0
2025-10-06 11:13:29,no_helmet,0,0,0.0,0.0
2025-10-06 11:13:21,no_helmet,0,0,0.0,0.0
2025-10-06 11:13:13,no_vest,0,0,0.0,0.0
2025-10-06 11:13:13,no_helmet,0,0,0.0,0.0
2025-10-06 11:13:05,no_vest,0,0,0.0,0.0
2025-10-06 11:13:05,no_helmet,0,0,0.0,0.0
2025-10-06 11:12:57,no_vest,0,0,0.0,0.0
2025-10-06 11:12:57,no_helmet,0,0,0.0,0.0
2025-10-06 11:12:49,no_vest,0,0,0.0,0.0
2025-10-06 11:12:49,no_helmet,0,0,0.0,0.0
2025-10-06 11:12:41,no_vest,0,0,0.0,0.0
2025-10-06 11:12:41,no_helmet,0,0,0.0,0.0
2025-10-06 11:12:33,no_vest,0,0,0.0,0.0
2025-10-06 11:12:33,no_helmet,0,0,0.0,0.0
2025-10-06 11:12:24,no_vest,0,0,0.0,0.0
2025-10-06 11:12:24,no_helmet,0,0,0.0,0.0
2025-10-06 11:12:16,no_vest,0,0,0.0,0.0
2025-10-06 11:12:16,no_helmet,0,0,0.0,0.0
2025-10-06 11:12:08,no_vest,0,0,0.0,0.0
2025-10-06 11:12:08,no_helmet,0,0,0.0,0.0
2025-10-06 11:12:00,no_vest,0,0,0.0,0.0
2025-10-06 11:12:00,no_helmet,0,0,0.0,0.0
2025-10-06 11:11:52,no_vest,0,0,0.0,0.0
2025-10-06 11:11:52,no_helmet,0,0,0.0,0.0
2025-10-06 11:11:44,no_vest,0,0,0.0,0.0
2025-10-06 11:11:44,no_helmet,0,0,0.0,0.0
2025-10-06 11:11:36,no_vest,0,0,0.0,0.0
2025-10-06 11:11:36,no_helmet,0,0,0.0,0.0
2025-10-06 11:11:28,no_vest,0,0,0.0,0.0
2025-10-06 11:11:28,no_helmet,0,0,0.0,0.0
2025-10-06 11:11:20,no_vest,0,0,0.0,0.0
2025-10-06 11:11:20,no_helmet,0,0,0.0,0.0
2025-10-06 11:11:20,no_vest,0,0,0.0,0.0
2025-10-06 11:11:17,no_vest,0,0,0.0,0.0
2025-10-06 11:11:17,no_helmet,0,0,0.0,0.0
2025-10-06 11:11:16,no_vest,0,0,0.0,0.0
2025-10-06 11:11:16,no_helmet,0,0,0.0,0.0
2025-10-06 11:11:13,no_vest,0,0,0.0,0.0
2025-10-06 11:11:13,no_helmet,0,0,0.0,0.0
2025-10-06 11:11:08,no_vest,0,0,0.0,0.0
2025-10-06 11:11:08,no_helmet,0,0,0.0,0.0
2025-10-06 11:11:00,no_vest,0,0,0.0,0.0
2025-10-06 11:11:00,no_helmet,0,0,0.0,0.0
2025-10-06 11:10:54,no_vest,0,0,0.0,0.0
2025-10-06 11:10:54,no_helmet,0,0,0.0,0.0
2025-10-06 11:10:51,no_vest,0,0,0.0,0.0
2025-10-06 11:10:51,no_helmet,0,0,0.0,0.0
