timestamp,violation,confidence,severity,frame,location,person_id,metadata
2025-10-08 04:33:40,NO-Safety Vest,0.8981046676635742,Medium,7,"(0.0,0.0,467.6393737792969,353.6108093261719)",1,None
2025-10-08 04:33:40,NO-Mask,0.8827672004699707,Low,7,"(74.4849853515625,0.0,509.28924560546875,193.94781494140625)",1,None
2025-10-08 04:33:41,Person,1.0,None,8,"(0,0,0,0)",0,{'total_persons': 1}
2025-10-08 04:33:41,NO-Safety Vest,0.849381148815155,Medium,8,"(0.0,0.0,442.7968444824219,350.8072509765625)",1,None
2025-10-08 04:33:42,Person,1.0,None,9,"(0,0,0,0)",0,{'total_persons': 1}
2025-10-08 04:33:42,NO-Safety Vest,0.9170539379119873,Medium,9,"(0.0,0.0,458.7479248046875,353.576171875)",1,None
2025-10-08 04:33:42,NO-Mask,0.7915930151939392,Low,9,"(67.12985229492188,0.0,488.3671569824219,200.31317138671875)",1,None
2025-10-08 04:33:43,Person,1.0,None,10,"(0,0,0,0)",0,{'total_persons': 1}
2025-10-08 04:33:43,NO-Safety Vest,0.8523093461990356,Medium,10,"(0.0,0.0,427.6131286621094,348.85223388671875)",1,None
2025-10-08 04:33:43,NO-Mask,0.8348507285118103,Low,10,"(60.914825439453125,0.0,474.8586120605469,193.67520141601562)",1,None
